GeneID,ftype,gene,EC_number,product,locus_tag,function,BRO_1_ANAMMOX,BRO_2_ANAMMOX,BRO_1_SP_ELECTRODE,BRO_2_SP_ELECTRODE,,GeneID
PROKKA_15337,CDS,,,periplasmic lipoprotein,BROSI_A3097,,33,36,15,33,,PROKKA_15337_CDS___periplasmic lipoprotein_BROSI_A3097_
PROKKA_15338,CDS,,,tetratricopeptide TPR_2 repeat protein,BROSI_A3098,,196,335,618,1858,,PROKKA_15338_CDS___tetratricopeptide TPR_2 repeat protein_BROSI_A3098_
PROKKA_15339,CDS,,,HlyD family secretion protein,BROSI_A3100,,97,130,27,51,,PROKKA_15339_CDS___HlyD family secretion protein_BROSI_A3100_
PROKKA_15340,CDS,,,ABC transporter related protein,BROSI_A3101,,93,140,20,24,,PROKKA_15340_CDS___ABC transporter related protein_BROSI_A3101_
PROKKA_15341,CDS,,,ABC transporter permease protein,BROSI_A3102,,227,423,108,166,,PROKKA_15341_CDS___ABC transporter permease protein_BROSI_A3102_
PROKKA_15342,CDS,,,hypothetical protein,,,84,136,9,39,,PROKKA_15342_CDS___hypothetical protein__
PROKKA_15343,CDS,,,holo-acyl-carrier-protein synthase,BROSI_A0582,,57,120,4,24,,PROKKA_15343_CDS___holo-acyl-carrier-protein synthase_BROSI_A0582_
PROKKA_15344,CDS,,,radical SAM domain protein,BROSI_A0583,,571,1026,101,116,,PROKKA_15344_CDS___radical SAM domain protein_BROSI_A0583_
PROKKA_15345,CDS,,,3-oxoacyl-(acyl-carrier-protein) synthase 2,BROSI_A0584,,1143,1997,149,170,,PROKKA_15345_CDS___3-oxoacyl-(acyl-carrier-protein) synthase 2_BROSI_A0584_
PROKKA_15346,CDS,,,3-oxoacyl-(acyl-carrier-protein) synthase 2,BROSI_A0585,,466,957,60,45,,PROKKA_15346_CDS___3-oxoacyl-(acyl-carrier-protein) synthase 2_BROSI_A0585_
PROKKA_15347,CDS,,,putative NAD(FAD)-dependent dehydrogenases,BROSI_A0527,,302,727,70,106,,PROKKA_15347_CDS___putative NAD(FAD)-dependent dehydrogenases_BROSI_A0527_
PROKKA_15348,CDS,,,hypothetical protein,,,30,43,5,3,,PROKKA_15348_CDS___hypothetical protein__
PROKKA_15349,CDS,,,amidohydrolase,BROSI_A0529,,124,203,30,43,,PROKKA_15349_CDS___amidohydrolase_BROSI_A0529_
PROKKA_15351,CDS,,,"restriction endonuclease, type I, EcoRI, R subunit/Type III",SCALIN_C22_0172,,178,307,69,91,,"PROKKA_15351_CDS___restriction endonuclease, type I, EcoRI, R subunit/Type III_SCALIN_C22_0172_"
PROKKA_15352,CDS,,,restriction endonuclease S subunits,SCALIN_C22_0169,,198,221,28,99,,PROKKA_15352_CDS___restriction endonuclease S subunits_SCALIN_C22_0169_
PROKKA_15353,CDS,,,hypothetical protein,,,18,27,4,11,,PROKKA_15353_CDS___hypothetical protein__
PROKKA_15354,CDS,hsdM_7,,N-6 adenine-specific DNA methylase,SCALIN_C22_0168,,182,243,37,78,,PROKKA_15354_CDS_hsdM_7__N-6 adenine-specific DNA methylase_SCALIN_C22_0168_
PROKKA_15355,CDS,,,hypothetical protein,,,35,62,4,13,,PROKKA_15355_CDS___hypothetical protein__
PROKKA_15356,CDS,,,hypothetical protein,,,408,746,97,106,,PROKKA_15356_CDS___hypothetical protein__
PROKKA_15357,CDS,,,phosphoglycolate phosphatase,BROSI_A0552,,112,219,51,93,,PROKKA_15357_CDS___phosphoglycolate phosphatase_BROSI_A0552_
PROKKA_15358,CDS,,,outer membrane lipoprotein-sorting protein,BROSI_A0553,,175,348,97,110,,PROKKA_15358_CDS___outer membrane lipoprotein-sorting protein_BROSI_A0553_
PROKKA_15359,CDS,,,hypothetical protein,,,53,117,22,35,,PROKKA_15359_CDS___hypothetical protein__
PROKKA_15360,CDS,,,peptidyl-prolyl cis-trans isomerase,BROSI_A0562,,357,551,198,337,,PROKKA_15360_CDS___peptidyl-prolyl cis-trans isomerase_BROSI_A0562_
PROKKA_15361,CDS,,,transcription-repair coupling factor,BROSI_A0563,,611,1072,251,418,,PROKKA_15361_CDS___transcription-repair coupling factor_BROSI_A0563_
PROKKA_15362,CDS,,,hypothetical protein,,,191,332,68,118,,PROKKA_15362_CDS___hypothetical protein__
PROKKA_15363,CDS,,,hypothetical protein,,,111,245,39,73,,PROKKA_15363_CDS___hypothetical protein__
PROKKA_15364,CDS,,,aspartokinase,BROSI_A3202,,1433,2745,749,897,,PROKKA_15364_CDS___aspartokinase_BROSI_A3202_
PROKKA_15365,CDS,,,bacterioferritin,BROSI_A3204,,258,384,62,102,,PROKKA_15365_CDS___bacterioferritin_BROSI_A3204_
PROKKA_15366,CDS,,,glucoamylase,BROSI_A3205,,374,601,101,104,,PROKKA_15366_CDS___glucoamylase_BROSI_A3205_
PROKKA_15367,CDS,,,6-phosphogluconolactonase/glucosamine-6- phosphate isomerase/deaminase,BROSI_A3207,,178,360,70,50,,PROKKA_15367_CDS___6-phosphogluconolactonase/glucosamine-6- phosphate isomerase/deaminase_BROSI_A3207_
PROKKA_15368,CDS,,,glucose-6-phosphate 1-dehydrogenase,BROSI_A3209,,431,845,165,178,,PROKKA_15368_CDS___glucose-6-phosphate 1-dehydrogenase_BROSI_A3209_
PROKKA_15369,CDS,,,enoyl-CoAhydratase,BROSI_A3216,,104,198,15,23,,PROKKA_15369_CDS___enoyl-CoAhydratase_BROSI_A3216_
PROKKA_15370,CDS,,,4-dienoyl-CoA reductase,BROSI_A3217,,824,1420,134,149,,PROKKA_15370_CDS___4-dienoyl-CoA reductase_BROSI_A3217_
PROKKA_15371,CDS,,,DNA repair photolyase-like protein,BROSI_A3219,,161,320,70,110,,PROKKA_15371_CDS___DNA repair photolyase-like protein_BROSI_A3219_
PROKKA_15372,CDS,,,arginyl-tRNA synthetase,BROSI_A3124,,107,165,23,55,,PROKKA_15372_CDS___arginyl-tRNA synthetase_BROSI_A3124_
PROKKA_15373,CDS,,,tryptophanyl-tRNA synthetase,BROSI_A3125,,166,269,25,39,,PROKKA_15373_CDS___tryptophanyl-tRNA synthetase_BROSI_A3125_
PROKKA_15374,CDS,,,LL-diaminopimelate aminotransferase,BROSI_A3126,,225,311,34,56,,PROKKA_15374_CDS___LL-diaminopimelate aminotransferase_BROSI_A3126_
PROKKA_15375,CDS,,,pyridoxamine 5'-phosphate-related protein,BROSI_A3127,,79,138,12,27,,PROKKA_15375_CDS___pyridoxamine 5'-phosphate-related protein_BROSI_A3127_
PROKKA_15376,CDS,,,3-deoxy-7-phosphoheptulonate synthase,BROSI_A3128,,554,887,130,188,,PROKKA_15376_CDS___3-deoxy-7-phosphoheptulonate synthase_BROSI_A3128_
PROKKA_15377,CDS,,,rubrerythrin,BROSI_A2062,,156,292,20,35,,PROKKA_15377_CDS___rubrerythrin_BROSI_A2062_
PROKKA_15378,CDS,,,thioredoxin reductase,BROSI_A2061,,244,355,130,159,,PROKKA_15378_CDS___thioredoxin reductase_BROSI_A2061_
PROKKA_15379,CDS,,,tetraheme cytochrome c protein,BROSI_A2060,,430,639,357,522,,PROKKA_15379_CDS___tetraheme cytochrome c protein_BROSI_A2060_
PROKKA_15380,CDS,,,rubredoxin,BROSI_A2059,,26,44,7,16,,PROKKA_15380_CDS___rubredoxin_BROSI_A2059_
PROKKA_15381,CDS,,,hypothetical protein,,,146,217,49,62,,PROKKA_15381_CDS___hypothetical protein__
PROKKA_15382,CDS,,,aspartate ammonia-lyase,BROSI_A2055,,1456,2722,1013,850,,PROKKA_15382_CDS___aspartate ammonia-lyase_BROSI_A2055_
PROKKA_15383,CDS,yqjI_1,,6-phosphogluconate dehydrogenase,SCALIN_C31_0057,,1098,1973,401,314,,PROKKA_15383_CDS_yqjI_1__6-phosphogluconate dehydrogenase_SCALIN_C31_0057_
PROKKA_15384,CDS,,,glucosyltransferase-I,BROSI_A0519,,68,120,38,35,,PROKKA_15384_CDS___glucosyltransferase-I_BROSI_A0519_
PROKKA_15385,CDS,,,dCMP deaminase,BROSI_A1003,,264,469,156,190,,PROKKA_15385_CDS___dCMP deaminase_BROSI_A1003_
PROKKA_15387,CDS,,,dihydropicolinate synthase,BROSI_A0376,,272,563,128,245,,PROKKA_15387_CDS___dihydropicolinate synthase_BROSI_A0376_
PROKKA_15388,CDS,,,membrane protease subunit,BROSI_A2900,,409,687,209,230,,PROKKA_15388_CDS___membrane protease subunit_BROSI_A2900_
PROKKA_15389,CDS,,,membrane protease subunit,BROSI_A2899,,109,121,33,52,,PROKKA_15389_CDS___membrane protease subunit_BROSI_A2899_
PROKKA_15390,CDS,,,thioesterase superfamily protein,BROSI_A1832,,157,216,33,51,,PROKKA_15390_CDS___thioesterase superfamily protein_BROSI_A1832_
PROKKA_15391,CDS,,,adenosine kinase,BROSI_A3054,,348,605,72,123,,PROKKA_15391_CDS___adenosine kinase_BROSI_A3054_
PROKKA_15392,CDS,,,sulfatase modifying factor 1,BROSI_A2732,,352,643,94,193,,PROKKA_15392_CDS___sulfatase modifying factor 1_BROSI_A2732_
PROKKA_15393,CDS,,,ATP-dependent DNA helicase,BROSI_A2731,,103,164,47,74,,PROKKA_15393_CDS___ATP-dependent DNA helicase_BROSI_A2731_
PROKKA_15394,CDS,,,primosomal protein N,BROSI_A2730,,303,309,40,91,,PROKKA_15394_CDS___primosomal protein N_BROSI_A2730_
PROKKA_15395,CDS,,,hypothetical protein,,,7,5,2,1,,PROKKA_15395_CDS___hypothetical protein__
PROKKA_15396,CDS,,,hypothetical protein,,,12,5,1,8,,PROKKA_15396_CDS___hypothetical protein__
PROKKA_15397,CDS,,,hypothetical protein,,,144,222,44,95,,PROKKA_15397_CDS___hypothetical protein__
PROKKA_15398,CDS,,,hypothetical protein,,,54,90,72,77,,PROKKA_15398_CDS___hypothetical protein__
PROKKA_15399,CDS,mqnD_3,,periplasmic solute-binding protein,SCALIN_C13_0102,menaquinone biosynthesis,52,51,8,19,,PROKKA_15399_CDS_mqnD_3__periplasmic solute-binding protein_SCALIN_C13_0102_menaquinone biosynthesis
PROKKA_15400,CDS,mqnB_2,,futalosine nucleosidase,SCALIN_C13_0103,,45,59,11,14,,PROKKA_15400_CDS_mqnB_2__futalosine nucleosidase_SCALIN_C13_0103_
PROKKA_15401,CDS,,,protein contains FOG domain with TPR repeat,BROSI_A0636,,76,110,40,42,,PROKKA_15401_CDS___protein contains FOG domain with TPR repeat_BROSI_A0636_
PROKKA_15402,CDS,,,hypothetical protein,,,147,263,51,84,,PROKKA_15402_CDS___hypothetical protein__
PROKKA_15403,CDS,,,major intrinsic protein family protein,BROSI_A0883,,470,650,137,185,,PROKKA_15403_CDS___major intrinsic protein family protein_BROSI_A0883_
PROKKA_15404,CDS,,,endonuclease III,BROSI_A0884,,34,74,5,19,,PROKKA_15404_CDS___endonuclease III_BROSI_A0884_
PROKKA_15405,CDS,,,metallophosphoesterase,BROSI_A0193,,58,83,10,33,,PROKKA_15405_CDS___metallophosphoesterase_BROSI_A0193_
PROKKA_15406,CDS,,,hypothetical protein,,,152,207,20,27,,PROKKA_15406_CDS___hypothetical protein__
PROKKA_15407,CDS,,,nitroreductase,BROSI_A0191,,335,454,27,82,,PROKKA_15407_CDS___nitroreductase_BROSI_A0191_
PROKKA_15408,CDS,,3.1.3.-,putative phosphatase,,,58,91,12,41,,PROKKA_15408_CDS__3.1.3.-_putative phosphatase__
PROKKA_15409,CDS,,,anaerobic ribonucleoside-triphosphate reductase,BROSI_A0188,,207,321,136,436,,PROKKA_15409_CDS___anaerobic ribonucleoside-triphosphate reductase_BROSI_A0188_
PROKKA_15410,CDS,,,universal stress protein,BROSI_A0187,,109,256,160,210,,PROKKA_15410_CDS___universal stress protein_BROSI_A0187_
PROKKA_15411,CDS,,,pyruvate formate lyase activating enzyme with radical SAM domain,BROSI_A0186,,462,693,513,1057,,PROKKA_15411_CDS___pyruvate formate lyase activating enzyme with radical SAM domain_BROSI_A0186_
PROKKA_15412,CDS,,,choline dehydrogenase,SCALIN_C43_0006,,713,1496,118,232,,PROKKA_15412_CDS___choline dehydrogenase_SCALIN_C43_0006_
PROKKA_15413,CDS,,,hypothetical protein,,,339,587,172,238,,PROKKA_15413_CDS___hypothetical protein__
PROKKA_15414,CDS,,,quinolinate synthetase A,BROSI_A0183,,340,597,174,362,,PROKKA_15414_CDS___quinolinate synthetase A_BROSI_A0183_
PROKKA_15415,tRNA,,,tRNA-Val(gac),,,172,303,77,75,,PROKKA_15415_tRNA___tRNA-Val(gac)__
PROKKA_15416,CDS,,,threonyl-tRNA synthetase,BROSI_A0181,,691,1277,98,166,,PROKKA_15416_CDS___threonyl-tRNA synthetase_BROSI_A0181_
PROKKA_15417,CDS,,,translation initiation factor IF-3,BROSI_A0180,,164,271,22,37,,PROKKA_15417_CDS___translation initiation factor IF-3_BROSI_A0180_
PROKKA_15418,CDS,,,ribosomal protein L35,BROSI_A0179,,30,31,1,7,,PROKKA_15418_CDS___ribosomal protein L35_BROSI_A0179_
PROKKA_15419,CDS,,,ribosomal protein L20,BROSI_A0178,,82,143,18,41,,PROKKA_15419_CDS___ribosomal protein L20_BROSI_A0178_
PROKKA_15420,CDS,,,phenylalanyl-tRNA synthetase alpha chain,BROSI_A0177,,143,235,18,38,,PROKKA_15420_CDS___phenylalanyl-tRNA synthetase alpha chain_BROSI_A0177_
PROKKA_15421,CDS,,,phenylalanyl-tRNA synthetase beta chain,BROSI_A0176,,544,927,205,186,,PROKKA_15421_CDS___phenylalanyl-tRNA synthetase beta chain_BROSI_A0176_
PROKKA_15422,CDS,ylpA,,Lipoprotein YlpA,,,17,12,6,22,,PROKKA_15422_CDS_ylpA__Lipoprotein YlpA__
PROKKA_15423,CDS,,,hypothetical protein,,,4,11,2,6,,PROKKA_15423_CDS___hypothetical protein__
PROKKA_15424,CDS,,,protein with FOG domain and PKD repeat,BROSI_A2531,,47,54,40,72,,PROKKA_15424_CDS___protein with FOG domain and PKD repeat_BROSI_A2531_
PROKKA_15425,tRNA,,,tRNA-Ala(ggc),,,78,149,37,59,,PROKKA_15425_tRNA___tRNA-Ala(ggc)__
PROKKA_15426,CDS,,,leucyl-tRNA synthetase,BROSI_A0657,,1133,2312,355,398,,PROKKA_15426_CDS___leucyl-tRNA synthetase_BROSI_A0657_
PROKKA_15427,CDS,,,hypothetical protein,,,149,259,25,44,,PROKKA_15427_CDS___hypothetical protein__
PROKKA_15428,CDS,,,glycine cleavage system protein H,BROSI_A1529,,73,114,14,17,,PROKKA_15428_CDS___glycine cleavage system protein H_BROSI_A1529_
PROKKA_15429,CDS,,,aminomethyltransferase,BROSI_A1528,,140,281,46,106,,PROKKA_15429_CDS___aminomethyltransferase_BROSI_A1528_
PROKKA_15430,CDS,,,hypothetical protein,,,45,119,5,29,,PROKKA_15430_CDS___hypothetical protein__
PROKKA_15431,CDS,,,O-linked GlcNAc transferase,BROSI_A1524,,157,222,26,42,,PROKKA_15431_CDS___O-linked GlcNAc transferase_BROSI_A1524_
PROKKA_15432,CDS,,,thiamine biosynthesis protein,BROSI_A1523,,458,801,140,236,,PROKKA_15432_CDS___thiamine biosynthesis protein_BROSI_A1523_
PROKKA_15433,CDS,,,threonine synthase,BROSI_A1769,,261,434,124,113,,PROKKA_15433_CDS___threonine synthase_BROSI_A1769_
PROKKA_15434,CDS,,,molybdopterin synthase subunit 1,BROSI_A1768,,61,103,9,15,,PROKKA_15434_CDS___molybdopterin synthase subunit 1_BROSI_A1768_
PROKKA_15435,tRNA,,,tRNA-Pro(cgg),,,34,89,9,12,,PROKKA_15435_tRNA___tRNA-Pro(cgg)__
PROKKA_15436,CDS,,,hypothetical protein,,,510,821,125,216,,PROKKA_15436_CDS___hypothetical protein__
PROKKA_15437,CDS,,,membrane-associated Zn-dependent proteases 1,SCALIN_C04_0184,,704,1213,213,348,,PROKKA_15437_CDS___membrane-associated Zn-dependent proteases 1_SCALIN_C04_0184_
PROKKA_15438,CDS,,,putative translation regulation protein,BROSI_A1534,,140,240,19,19,,PROKKA_15438_CDS___putative translation regulation protein_BROSI_A1534_
PROKKA_15439,CDS,,,ribose 5-phosphate isomerase B,BROSI_A1535,,140,238,57,54,,PROKKA_15439_CDS___ribose 5-phosphate isomerase B_BROSI_A1535_
PROKKA_15440,CDS,,,UDP-glucose 4-epimerase,BROSI_A1214,,475,880,329,479,,PROKKA_15440_CDS___UDP-glucose 4-epimerase_BROSI_A1214_
PROKKA_15441,CDS,,,iron-sulfur cluster-binding protein,BROSI_A0864,,566,1078,392,585,,PROKKA_15441_CDS___iron-sulfur cluster-binding protein_BROSI_A0864_
PROKKA_15442,CDS,,,nucleotidyltransferase substrate binding protein,SCALIN_C22_0015,,135,275,134,257,,PROKKA_15442_CDS___nucleotidyltransferase substrate binding protein_SCALIN_C22_0015_
PROKKA_15443,CDS,,,nucleotidyltransferases,BROSI_A2535,,56,105,60,132,,PROKKA_15443_CDS___nucleotidyltransferases_BROSI_A2535_
PROKKA_15444,CDS,,,GTP-binding protein,BROSI_A0863,,166,261,65,104,,PROKKA_15444_CDS___GTP-binding protein_BROSI_A0863_
PROKKA_15445,CDS,,,8-dihydro-8-oxoguanine triphosphatase,BROSI_A0837,,137,202,42,56,,PROKKA_15445_CDS___8-dihydro-8-oxoguanine triphosphatase_BROSI_A0837_
PROKKA_15446,CDS,,,DNA-directed RNA polymerase beta' subunit,BROSI_A2790,,34,38,10,39,,PROKKA_15446_CDS___DNA-directed RNA polymerase beta' subunit_BROSI_A2790_
PROKKA_15447,CDS,,,plasmid stabilization system protein,BROSI_A2789,,29,45,20,27,,PROKKA_15447_CDS___plasmid stabilization system protein_BROSI_A2789_
PROKKA_15449,CDS,,,hypothetical protein,,,21,22,5,7,,PROKKA_15449_CDS___hypothetical protein__
PROKKA_15450,CDS,,,hypothetical protein,,,28,38,9,28,,PROKKA_15450_CDS___hypothetical protein__
PROKKA_15451,CDS,,,type III restriction protein res subunit,BROSI_A1648,,134,221,30,76,,PROKKA_15451_CDS___type III restriction protein res subunit_BROSI_A1648_
PROKKA_15452,CDS,,,excinuclease ABC subunit C,BROSI_A2706,,69,112,28,56,,PROKKA_15452_CDS___excinuclease ABC subunit C_BROSI_A2706_
PROKKA_15453,CDS,,,adenine specific DNA methylase,BROSI_A1649,,198,357,76,119,,PROKKA_15453_CDS___adenine specific DNA methylase_BROSI_A1649_
PROKKA_15454,CDS,,,excinuclease ABC subunit C,BROSI_A2706,,17,21,3,5,,PROKKA_15454_CDS___excinuclease ABC subunit C_BROSI_A2706_
PROKKA_15455,CDS,,,hypothetical protein,,,10,28,5,17,,PROKKA_15455_CDS___hypothetical protein__
PROKKA_15456,CDS,,,lipoprotein,SCALIN_C01_0188,,197,377,67,84,,PROKKA_15456_CDS___lipoprotein_SCALIN_C01_0188_
PROKKA_15457,CDS,,,hypothetical protein,,,157,270,28,34,,PROKKA_15457_CDS___hypothetical protein__
PROKKA_15458,CDS,,,pyruvate orthophosphate dikinase,BROSI_A0858,,2420,4746,601,454,,PROKKA_15458_CDS___pyruvate orthophosphate dikinase_BROSI_A0858_
PROKKA_15459,CDS,bacE_3,,Putative bacilysin exporter BacE,,,137,217,79,81,,PROKKA_15459_CDS_bacE_3__Putative bacilysin exporter BacE__
PROKKA_15460,CDS,,,1-acyl-sn-glycerol-3-phosphate acyltransferase,BROSI_A1042,,44,42,9,11,,PROKKA_15460_CDS___1-acyl-sn-glycerol-3-phosphate acyltransferase_BROSI_A1042_
PROKKA_15461,CDS,,,esterase/lipase,BROSI_A1043,,123,174,41,45,,PROKKA_15461_CDS___esterase/lipase_BROSI_A1043_
PROKKA_15462,CDS,,,hypothetical protein,,,143,196,44,70,,PROKKA_15462_CDS___hypothetical protein__
PROKKA_15463,CDS,,,anaerobic dehydrogenases typically selenocysteine-containing,BROSI_A1520,,428,728,148,197,,PROKKA_15463_CDS___anaerobic dehydrogenases typically selenocysteine-containing_BROSI_A1520_
PROKKA_15464,CDS,,,putative anaerobic dehydrogenase,BROSI_A1521,,938,1582,297,374,,PROKKA_15464_CDS___putative anaerobic dehydrogenase_BROSI_A1521_
PROKKA_15465,CDS,,,hypothetical protein,,,538,887,174,371,,PROKKA_15465_CDS___hypothetical protein__
PROKKA_15466,CDS,,,hypothetical protein,,,3,10,18,16,,PROKKA_15466_CDS___hypothetical protein__
PROKKA_15467,CDS,,,primosomal protein N,BROSI_A2730,,419,746,195,363,,PROKKA_15467_CDS___primosomal protein N_BROSI_A2730_
PROKKA_15468,CDS,,,Trp repressor binding protein,BROSI_A3372,,199,341,75,47,,PROKKA_15468_CDS___Trp repressor binding protein_BROSI_A3372_
PROKKA_15469,CDS,,,NAD-dependent epimerase/dehydratase,BROSI_A1505,,221,388,66,85,,PROKKA_15469_CDS___NAD-dependent epimerase/dehydratase_BROSI_A1505_
PROKKA_15470,CDS,,,hypothetical protein,,,169,257,40,47,,PROKKA_15470_CDS___hypothetical protein__
PROKKA_15471,CDS,,,Zn-dependent protease with chaperone function,BROSI_A3235,,97,128,93,82,,PROKKA_15471_CDS___Zn-dependent protease with chaperone function_BROSI_A3235_
PROKKA_15472,tRNA,,,tRNA-Asp(gtc),,,103,160,47,61,,PROKKA_15472_tRNA___tRNA-Asp(gtc)__
PROKKA_15473,tRNA,,,tRNA-Val(tac),,,142,150,28,60,,PROKKA_15473_tRNA___tRNA-Val(tac)__
PROKKA_15474,CDS,,,ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component,BROSI_A2357,,169,209,46,46,,PROKKA_15474_CDS___ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component_BROSI_A2357_
PROKKA_15475,CDS,,,binding-protein-dependent transport systems inner membrane component,BROSI_A2356,,457,690,215,280,,PROKKA_15475_CDS___binding-protein-dependent transport systems inner membrane component_BROSI_A2356_
PROKKA_15476,CDS,,,transposase IS4 family protein,BROSI_A2347,,14,27,14,23,,PROKKA_15476_CDS___transposase IS4 family protein_BROSI_A2347_
PROKKA_15477,CDS,,,GTPase,BROSI_A1002,,87,124,32,75,,PROKKA_15477_CDS___GTPase_BROSI_A1002_
PROKKA_15478,CDS,,,translocase/secretase,BROSI_A1001,,160,280,26,42,,PROKKA_15478_CDS___translocase/secretase_BROSI_A1001_
PROKKA_15479,CDS,,,hypothetical protein,,,22,33,1,6,,PROKKA_15479_CDS___hypothetical protein__
PROKKA_15480,CDS,,,chromosome segregation and condensation protein,BROSI_A0999,,72,135,6,13,,PROKKA_15480_CDS___chromosome segregation and condensation protein_BROSI_A0999_
PROKKA_15481,CDS,,,peptidase M50,BROSI_A0998,,154,228,11,9,,PROKKA_15481_CDS___peptidase M50_BROSI_A0998_
PROKKA_15482,CDS,,,arabinose-5-phosphate isomerase,BROSI_A1600,,1699,3101,1156,1519,,PROKKA_15482_CDS___arabinose-5-phosphate isomerase_BROSI_A1600_
PROKKA_15483,CDS,,,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,BROSI_A1601,,176,250,74,104,,PROKKA_15483_CDS___3-deoxy-D-manno-octulosonate 8-phosphate phosphatase_BROSI_A1601_
PROKKA_15484,CDS,lptA_3,,Lipopolysaccharide export system protein LptA,,,325,452,149,216,,PROKKA_15484_CDS_lptA_3__Lipopolysaccharide export system protein LptA__
PROKKA_15485,CDS,,,glycerophosphodiester phosphodiesterase,BROSI_A1604,,584,921,311,542,,PROKKA_15485_CDS___glycerophosphodiester phosphodiesterase_BROSI_A1604_
PROKKA_15486,CDS,,,uroporphyrinogen III synthase/methyltransferase,BROSI_A1605,,867,1604,342,378,,PROKKA_15486_CDS___uroporphyrinogen III synthase/methyltransferase_BROSI_A1605_
PROKKA_15487,CDS,,,4Fe-4S iron-sulfur binding protein (ferredoxin),BROSI_A0656,,1699,3135,429,522,,PROKKA_15487_CDS___4Fe-4S iron-sulfur binding protein (ferredoxin)_BROSI_A0656_
PROKKA_15488,CDS,,,hypothetical protein,,,305,489,42,79,,PROKKA_15488_CDS___hypothetical protein__
PROKKA_15489,CDS,,,sec-independent protein translocase protein,BROSI_A0643,,309,490,77,222,,PROKKA_15489_CDS___sec-independent protein translocase protein_BROSI_A0643_
PROKKA_15490,CDS,,,ribosomal large subunit pseudouridine synthase D,BROSI_A0644,,401,782,143,96,,PROKKA_15490_CDS___ribosomal large subunit pseudouridine synthase D_BROSI_A0644_
PROKKA_15491,CDS,,,TPR repeat-containing protein,BROSI_A3002,,338,621,101,78,,PROKKA_15491_CDS___TPR repeat-containing protein_BROSI_A3002_
PROKKA_15492,CDS,,,response regulator receiver protein,BROSI_A0646,,217,476,81,94,,PROKKA_15492_CDS___response regulator receiver protein_BROSI_A0646_
PROKKA_15493,tRNA,,,tRNA-Arg(cct),,,31,57,29,25,,PROKKA_15493_tRNA___tRNA-Arg(cct)__
PROKKA_15494,CDS,,,pyridoxamine 5'-phosphate-related protein,BROSI_A3127,,95,201,60,100,,PROKKA_15494_CDS___pyridoxamine 5'-phosphate-related protein_BROSI_A3127_
PROKKA_15495,CDS,,,hypothetical protein,,,93,184,34,57,,PROKKA_15495_CDS___hypothetical protein__
PROKKA_15496,CDS,,,2-oxoglutarate ferredoxin oxidoreductase subunit beta,BROSI_A3019,,184,392,103,86,,PROKKA_15496_CDS___2-oxoglutarate ferredoxin oxidoreductase subunit beta_BROSI_A3019_
PROKKA_15497,CDS,,,2-oxoglutarate ferredoxin oxidoreductase subunit alpha,BROSI_A3018,,345,603,134,195,,PROKKA_15497_CDS___2-oxoglutarate ferredoxin oxidoreductase subunit alpha_BROSI_A3018_
